вз. 1 час 1 чел. теннис;300;6;;0;False;шт;55;0;;;;;;;;;;;;;;;0;;0;0
вз. 1,5 часа 1 чел. теннис;450;6;;0;False;шт;56;0;;;;;;;;;;;;;;;0;;0;0
вз. абон. 8 по час/чел. теннис;2200;6;;0;False;шт;57;0;;;;;;;;;;;;;;;0;;0;0
до 16 лет. 1 час корт;1100;7;;0;False;шт;58;0;;;;;;;;;;;;;;;0;;0;0
вз. 1 час корт;1700;7;;0;False;шт;59;0;;;;;;;;;;;;;;;0;;0;0
до 16 лет борьба 1 час;55;8;;0;False;шт;60;0;;;;;;;;;;;;;;;0;;0;0
абон до 16 лет борьба 8 по часу;420;8;;0;False;шт;61;0;;;;;;;;;;;;;;;0;;0;0
студ. 1 час борьба;80;8;;0;False;шт;62;0;;;;;;;;;;;;;;;0;;0;0
вз. 1 час борьба;100;8;;0;False;шт;63;0;;;;;;;;;;;;;;;0;;0;0
абон вз.  борьба 8 по часу;800;8;;0;False;шт;64;0;;;;;;;;;;;;;;;0;;0;0
Маршр. Новичок-индивидуальное прохожд.;140;4;;0;False;шт;65;0;;;;;;;;;;;;;;;0;;0;0
Маршр. Новичок-групповое посещение;120;4;;0;False;шт;66;0;;;;;;;;;;;;;;;0;;0;0
Маршр. Новичок-Абон. на 1 мес. 10 посещ.;1250;4;;0;False;шт;67;0;;;;;;;;;;;;;;;0;;0;0
Маршр. Бывалый-индивидуальное прохожд.;350;4;;0;False;шт;68;0;;;;;;;;;;;;;;;0;;0;0
Маршр. Бывалый-групповое посещение;300;4;;0;False;шт;69;0;;;;;;;;;;;;;;;0;;0;0
Маршр. Бывалый-Абон. на 1 мес. 10 посещ.;3000;4;;0;False;шт;70;0;;;;;;;;;;;;;;;0;;0;0
Маршр. Профи-индивидуальное прохожд.;370;4;;0;False;шт;71;0;;;;;;;;;;;;;;;0;;0;0
Маршр. Профи-групповое посещение;320;4;;0;False;шт;72;0;;;;;;;;;;;;;;;0;;0;0
Маршр. Профи-Абон. на 1 мес. 10 посещ.;3200;4;;0;False;шт;73;0;;;;;;;;;;;;;;;0;;0;0
;0;4;;0;False;шт;0;0;;;;;;;;;;;;;;;0;;0;0
;0;4;;0;False;шт;0;0;;;;;;;;;;;;;;;0;;0;0
;0;4;;0;False;шт;0;0;;;;;;;;;;;;;;;0;;0;0
Борьба 12 занятий в мес.;1000;8;;0;False;шт;77;0;;;;;;;;;;;;;;;0;;0;0
Смешан. боев. искусства 90 мин;200;8;;0;False;шт;78;0;;;;;;;;;;;;;;;0;;0;0
Смешан. боев. исскуства абон. 8 пос.;1500;8;;0;False;шт;79;0;;;;;;;;;;;;;;;0;;0;0
Борьба 12 занятий в мес. (многодетные семьи);900;8;;0;False;шт;80;0;;;;;;;;;;;;;;;0;;0;0
Предоставление зала для борьбы 60 мин.;1000;8;;0;False;шт;81;0;;;;;;;;;;;;;;;0;;0;0
;0;1;;0;False;шт;0;0;;;;;;;;;;;;;;;0;;0;0
;0;1;;0;False;шт;0;0;;;;;;;;;;;;;;;0;;0;0
;0;1;;0;False;шт;0;0;;;;;;;;;;;;;;;0;;0;0
;0;1;;0;False;шт;0;0;;;;;;;;;;;;;;;0;;0;0
;0;1;;0;False;шт;0;0;;;;;;;;;;;;;;;0;;0;0
;0;1;;0;False;шт;0;0;;;;;;;;;;;;;;;0;;0;0
;0;1;;0;False;шт;0;0;;;;;;;;;;;;;;;0;;0;0
;0;1;;0;False;шт;0;0;;;;;;;;;;;;;;;0;;0;0
;0;1;;0;False;шт;0;0;;;;;;;;;;;;;;;0;;0;0
;0;1;;0;False;шт;0;0;;;;;;;;;;;;;;;0;;0;0
;0;1;;0;False;шт;0;0;;;;;;;;;;;;;;;0;;0;0
;0;1;;0;False;шт;0;0;;;;;;;;;;;;;;;0;;0;0
;0;1;;0;False;шт;0;0;;;;;;;;;;;;;;;0;;0;0
;0;1;;0;False;шт;0;0;;;;;;;;;;;;;;;0;;0;0
;0;1;;0;False;шт;0;0;;;;;;;;;;;;;;;0;;0;0
;0;1;;0;False;шт;0;0;;;;;;;;;;;;;;;0;;0;0
;0;1;;0;False;шт;0;0;;;;;;;;;;;;;;;0;;0;0
;0;1;;0;False;шт;0;0;;;;;;;;;;;;;;;0;;0;0
;0;1;;0;False;шт;0;0;;;;;;;;;;;;;;;0;;0;0
